bank,addr,name,category,confidence,signal
60E1D400,0x2430,math_complement_2430,Math / FPU,1.000,name
60E1D400,0x2440,math_complement_2440,Math / FPU,1.000,name
60E1D400,0x2460,add16bitSaturate_ADD1_ADD2,Math / FPU,1.000,name
60E1D400,0x2478,addSaturate8Bit,Math / FPU,1.000,name
60E1D400,0x2490,axis_lookup_float_to_index,Math / FPU,1.000,name
60E1D400,0x24C0,interp_linear_u16_to_float,Math / FPU,1.000,name
60E1D400,0x24D0,axis_lookup_float_to_index_v2,Math / FPU,1.000,name
60E0FC00,0x2500,fixedPointToFloat_8bit_MULT_OFF_SIG,Math / FPU,1.000,name
60E1D400,0x2510,interp_bilinear_weight_calc,Math / FPU,1.000,name
60E0FC00,0x253C,interpolate_floatTable,Math / FPU,1.000,name
60E0FC00,0x256C,lookup_char,Math / FPU,1.000,name
60E0FC00,0x2598,lookup_short,Math / FPU,1.000,name
60E1D400,0x25C8,table1d_lookup_u8,Math / FPU,1.000,name
60E1D400,0x25F4,table1d_lookup_u16,Math / FPU,1.000,name
60E1D400,0x2624,axis_search_float_array,Math / FPU,1.000,name
60E1D400,0x2658,table2d_axis_resolve,Math / FPU,1.000,name
60E1D400,0x2678,interp_float_array,Math / FPU,1.000,name
60E1D400,0x2690,interp_s16_array,Math / FPU,1.000,name
60E1D400,0x26B0,interp_u8_array,Math / FPU,1.000,name
60E1D400,0x26D0,interp_u16_array,Math / FPU,1.000,name
60E1D400,0x26F4,interp_s8_array,Math / FPU,1.000,name
60E1D400,0x3238,task_context_save_enter,RTOS,1.000,name
60E0FC00,0x3280,rtos_context_switch_restore,RTOS,1.000,name
60E0FC00,0x33B6,cal_learned_value_update,Other / Unclassified,0.000,none
60E0FC00,0x3490,rtos_swtimer_expire_check,RTOS,1.000,name
60E1D400,0x3588,task_flag_run_A,RTOS,1.000,name
60E1D400,0x35CC,task_flag_run_B,RTOS,1.000,name
60E1D400,0x35EE,task_flag_run_C,RTOS,1.000,name
60E1D400,0x3610,interrupt_priority_dispatch,RTOS,1.000,name
60E0FC00,0x36D4,flag_priority_dispatch_lock,RTOS,1.000,name
60E0FC00,0x375C,rtos_task_start,RTOS,1.000,name
60E1D400,0x3854,task_execute_by_index,RTOS,1.000,name
60E1D400,0x3920,diag_getsr_3920,Faults & DTC,1.000,name
60E1D400,0x3934,diag_setsr_3934,Faults & DTC,1.000,name
60E0FC00,0x3954,copy_ram_word_763c_to_buf,Memory & CRC,1.000,name
60E1D400,0x3964,task_queue_init,RTOS,1.000,name
60E0FC00,0x39BA,learn_table_bucket_insert,Memory & CRC,1.000,name
60E1D400,0x3A28,diag_consistencycheck_3a28,Faults & DTC,1.000,name
60E1D400,0x3AC0,task_set_current_ptr,RTOS,1.000,name
60E1D400,0x3AD8,task_context_switch,RTOS,1.000,name
60E1D400,0x3BF4,task_full_context_save,RTOS,1.000,name
60E0FC00,0x3C2A,rtos_task_context_restore,RTOS,1.000,name
60E0FC00,0x3C68,os_task_context_save_schedule_tail,RTOS,1.000,name
60E1D400,0x3C80,task_priority_scheduler,RTOS,1.000,name
60E1D400,0x3D58,task_completion_handler,RTOS,1.000,name
60E0FC00,0x3DAC,hang_loop_infinite,Faults & DTC,1.000,name
60E0FC00,0x3DB0,rtos_timer_expiry_process,RTOS,1.000,name
60E0FC00,0x3E10,init_main,Boot & Init,1.000,name
60E1D400,0x3EC0,task_table_scan_init,RTOS,1.000,name
60E1D400,0x3F10,task_dependency_handler,RTOS,1.000,name
60E1D400,0x3F88,rtos_noop_stub_3f88,RTOS,1.000,name
60E1D400,0x3F8C,rtos_noop_stub_3f8c,RTOS,1.000,name
60E1D400,0x3F90,clear_task_flag_dc,RTOS,1.000,name
60E1D400,0x3F9C,clear_task_flag_dd,RTOS,1.000,name
60E1D400,0x3FA8,rtos_noop_stub_3fa8,RTOS,1.000,name
60E1D400,0x3FB0,task_ready_check,RTOS,1.000,name
60E1D400,0x3FE8,div32_signed,Ignition & Knock,1.000,name
60E1D400,0x409C,div32_unsigned,Ignition & Knock,1.000,name
60E1D400,0x4144,mod32_signed,Ignition & Knock,1.000,name
60E1D400,0x420C,div_trampoline_A,Memory & CRC,1.000,name
60E1D400,0x4218,div_trampoline_B,Memory & CRC,1.000,name
60E1D400,0x42B0,memcpy_bytes_unroll4,Memory & CRC,1.000,name
60E1D400,0x4308,shift_left_logical_r0,Utilities,1.000,name
60E1D400,0x43C8,util_arithmetic_43c8,Utilities,1.000,name
60E1D400,0x44E0,shift_right_logical_r0,Utilities,1.000,name
60E1D400,0x467A,util_shift_467a,Utilities,1.000,name
60E0FC00,0x46CC,checkFloatValidity?,Math / FPU,1.000,name
60E1D400,0x4740,mul16_signed_saturated,Ignition & Knock,1.000,name
60E0FC00,0x4812,math_fix16_scaled_to_float,Math / FPU,0.600,assembly
60E1D400,0x481C,fixedpoint_scale_s16,Math / FPU,1.000,name
60E1D400,0x48C8,util_bitfield_48c8,Memory & CRC,1.000,name
60E0FC00,0x4B64,irq_atomic_bit_setclear_byte,Peripherals & ISR,1.000,name
60E0FC00,0x4B7C,atomic_bit_set_byte_tail,Peripherals & ISR,1.000,name
60E0FC00,0x4B84,irq_atomic_bit_setclear_word,Peripherals & ISR,1.000,name
60E0FC00,0x4B9C,atomic_bit_set_word_tail,Peripherals & ISR,1.000,name
60E0FC00,0x4BB4,atomic_bit_set_byte_tail_a,Peripherals & ISR,1.000,name
60E1D400,0x4BBC,diag_setregister_4bbc,Faults & DTC,1.000,name
60E0FC00,0x4BCC,atomic_bit_set_word_tail_a,Peripherals & ISR,1.000,name
60E0FC00,0x4BD4,irq_atomic_xor_byte,Peripherals & ISR,1.000,name
60E0FC00,0x4BE4,irq_atomic_xor_word,Peripherals & ISR,1.000,name
60E1D400,0x4C14,nop_delay_40cycles,Utilities,1.000,name
60E1D400,0x4C70,stack_frame_save_sp,Memory & CRC,1.000,name
60E1D400,0x4C76,stack_frame_restore_sp,Memory & CRC,1.000,name
60E1D400,0x4C7A,stack_frame_set_sp,Memory & CRC,1.000,name
60E1D400,0x4C80,peripheral_init_chain_A,Boot & Init,1.000,name
60E0FC00,0x4CB6,boot_module_init_dispatch,Boot & Init,0.500,assembly
60E1D400,0x4CBA,peripheral_init_chain_B,Boot & Init,1.000,name
60E0FC00,0x4CF0,boot_clear_atu_ed00_block,Boot & Init,0.500,assembly
60E1D400,0x4CF8,sfr_init_dma_channels,Boot & Init,1.000,name
60E0FC00,0x4D2E,setRegisters,Boot & Init,1.000,name
60E1D400,0x4D36,setRegisters_a,Boot & Init,1.000,name
60E0FC00,0x4DEA,thunk_to_setRegisters,RTOS,0.900,assembly
60E0FC00,0x4DEE,timer_sfr_ec00_init_max,Boot & Init,1.000,name
60E1D400,0x4DF2,atu_timer_loop_trampoline,Peripherals & ISR,1.000,name
60E1D400,0x4DF6,ubc_breakpoint_config_init,Boot & Init,1.000,name
60E0FC00,0x4E06,thunk_FUN_00004dee,RTOS,1.000,graph
60E0FC00,0x4E0A,noOpFunc,RTOS,1.000,graph
60E1D400,0x4E0E,ubc_breakpoint_config_trampoline,Memory & CRC,1.000,name
60E1D400,0x4E12,rtos_noop_stub_4e12,RTOS,1.000,name
60E1D400,0x4E16,rtos_noop_stub_4e16,RTOS,1.000,name
60E1D400,0x4E1A,rtos_noop_stub_4e1a,RTOS,1.000,name
60E0FC00,0x4E6C,sfr_output_module_bulk_init,Boot & Init,1.000,name
60E1D400,0x4E74,atu_channel_port_init,Boot & Init,1.000,name
60E0FC00,0x4F00,boot_pin_mux_config_f4xx,Boot & Init,0.600,assembly
60E1D400,0x4F08,atu_capture_compare_init,Boot & Init,1.000,name
60E0FC00,0x4FD6,noop_return_stub,Utilities,1.000,name
60E1D400,0x4FDE,rtos_noop_stub_4fde,RTOS,1.000,name
60E0FC00,0x5020,noOpFun3,RTOS,1.000,graph
60E0FC00,0x5024,writeWatchdog_disable?,RTOS,1.000,name
60E1D400,0x5028,rtos_noop_stub_5028,RTOS,1.000,name
60E1D400,0x502C,wdt_disable_and_set_timer,Peripherals & ISR,1.000,name
60E0FC00,0x5032,writeWatchdog_disable?,RTOS,1.000,name
60E0FC00,0x5036,noop_return_stub_a,Utilities,1.000,name
60E1D400,0x503A,wdt_disable_trampoline,Memory & CRC,1.000,name
60E1D400,0x503E,rtos_noop_stub_503e,RTOS,1.000,name
60E1D400,0x5042,rtos_noop_stub_5042,RTOS,1.000,name
60E1D400,0x5046,sensor_channels_5046,Sensors,1.000,name
60E0FC00,0x5056,noOpFunc5,RTOS,1.000,graph
60E0FC00,0x505A,noop_stub,Utilities,1.000,name
60E1D400,0x505E,ctrl_nullsub_505e,Utilities,0.9,assembly
60E1D400,0x5062,ctrl_nullsub_5062,Utilities,0.9,assembly
60E1D400,0x5066,ctrl_nullsub_5066,Utilities,0.9,assembly
60E1D400,0x506A,atu_channel_i_config_A,Peripherals & ISR,1.000,name
60E0FC00,0x50A6,noOpFunc7,RTOS,1.000,graph
60E0FC00,0x50AA,periph_sfr_block_init,Boot & Init,1.000,name
60E1D400,0x50AE,ctrl_nullsub_50ae,Utilities,0.9,assembly
60E1D400,0x50B2,atu_channel_i_config_B,Peripherals & ISR,1.000,name
60E0FC00,0x51C8,port_regs_bulk_config_f722,Peripherals & ISR,1.000,name
60E1D400,0x51D0,atu_prescaler_mode_init,Boot & Init,1.000,name
60E0FC00,0x522A,boot_pin_mux_config_f7xx,Boot & Init,0.600,assembly
60E1D400,0x5232,atu_channel_i_config_C,Peripherals & ISR,1.000,name
60E0FC00,0x527E,callsFlash??,Memory & CRC,1.000,name
60E1D400,0x5286,mem_clear_5286,Memory & CRC,1.000,name
60E1D400,0x528E,intc_clear_flag_trampoline,Memory & CRC,1.000,name
60E1D400,0x5292,atu_clock_prescaler_select,Math / FPU,1.000,name
60E1D400,0x52B0,atu_status_check_and_branch,Peripherals & ISR,1.000,name
60E0FC00,0x5348,fault_exception_handler_halt,Faults & DTC,0.600,assembly
60E1D400,0x5360,fatal_error_halt,Faults & DTC,1.000,name
60E0FC00,0x53C6,out_reg_ed1a_write_7f_delay,Peripherals & ISR,1.000,name
60E0FC00,0x53D2,out_reg_ed1a_write_bf_delay,Peripherals & ISR,1.000,name
60E0FC00,0x53DE,out_reg_ed1a_write_df_delay,Peripherals & ISR,1.000,name
60E0FC00,0x53EA,out_reg_ed1a_write_ef_delay,Peripherals & ISR,1.000,name
60E0FC00,0x53F6,fault_vector_ack_ed1a_f7,Faults & DTC,0.400,assembly
60E0FC00,0x5402,out_reg_ed1a_write_fb_delay,Peripherals & ISR,1.000,name
60E0FC00,0x540E,out_reg_ed1a_write_fd_delay,Peripherals & ISR,1.000,name
60E0FC00,0x541A,out_reg_ed1a_write_fe_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5426,boot_sfr_ECCC_and_FD_delay,Boot & Init,1.000,name
60E0FC00,0x5434,out_reg_ecdc_bit1_clear_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5474,boot_sfr_ECEC_and_FD_delay,Boot & Init,1.000,name
60E0FC00,0x5482,boot_sfr_ECFC_and_FD_delay,Boot & Init,1.000,name
60E0FC00,0x5490,out_reg_f42c_write_001f_delay,Peripherals & ISR,1.000,name
60E0FC00,0x549A,out_reg_f42c_write_fe_delay,Peripherals & ISR,1.000,name
60E0FC00,0x54A6,out_reg_f42c_write_fd_delay,Peripherals & ISR,1.000,name
60E0FC00,0x54B2,out_reg_f42c_write_fb_delay,Peripherals & ISR,1.000,name
60E0FC00,0x54BE,out_reg_f42c_write_f7_delay,Peripherals & ISR,1.000,name
60E0FC00,0x54CA,out_reg_f42c_write_ef_delay,Peripherals & ISR,1.000,name
60E0FC00,0x54D6,out_regs_f45e_f460_write_delay,Peripherals & ISR,1.000,name
60E0FC00,0x54EA,out_reg_f45e_write_01fd_delay,Peripherals & ISR,1.000,name
60E0FC00,0x54F6,out_reg_f45e_write_01fb_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5502,out_reg_f45e_write_01f7_delay,Peripherals & ISR,1.000,name
60E0FC00,0x550E,out_reg_f45e_write_01ef_delay,Peripherals & ISR,1.000,name
60E0FC00,0x551A,out_reg_f45e_write_01df_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5526,out_reg_f45e_write_01bf_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5532,out_reg_f45e_write_017f_delay,Peripherals & ISR,1.000,name
60E0FC00,0x553E,out_regs_cond_f460_check_or_f62c_write_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5564,out_regs_f62c_f62e_write_delay,Peripherals & ISR,1.000,name
60E0FC00,0x55A0,out_regs_f62c_f62e_write_01fd_delay,Peripherals & ISR,1.000,name
60E0FC00,0x55B2,out_regs_f62c_f62e_write_01fb_delay,Peripherals & ISR,1.000,name
60E0FC00,0x55C4,out_regs_f62c_f62e_write_01f7_delay,Peripherals & ISR,1.000,name
60E0FC00,0x55E8,out_regs_f62c_f62e_write_01df_delay,Peripherals & ISR,1.000,name
60E0FC00,0x55FA,out_regs_f62c_f62e_write_01bf_delay,Peripherals & ISR,1.000,name
60E0FC00,0x560C,out_regs_f62c_f62e_write_017f_delay,Peripherals & ISR,1.000,name
60E0FC00,0x561E,out_regs_f62c_f62e_write_00ff_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5630,out_reg_f480_write_7ffe_delay,Peripherals & ISR,1.000,name
60E0FC00,0x563C,out_reg_f480_write_7ffd_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5648,out_reg_f480_write_7ffb_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5654,out_reg_f480_write_7ff7_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5660,out_reg_f480_write_7fef_delay,Peripherals & ISR,1.000,name
60E0FC00,0x566C,boot_sfr_F480_and_7FDF_delay,Boot & Init,1.000,name
60E0FC00,0x567A,pwm_sensor_drive_ch0,Sensors,1.000,name
60E0FC00,0x578E,boot_sfr_F480_and_7F7F_delay,Boot & Init,1.000,name
60E0FC00,0x579C,boot_sfr_F480_and_7EFF_delay,Boot & Init,1.000,name
60E0FC00,0x57AA,boot_sfr_F480_and_7DFF_delay,Boot & Init,1.000,name
60E0FC00,0x57B8,boot_sfr_F480_and_7BFF_delay,Boot & Init,1.000,name
60E0FC00,0x57C6,pwm_sensor_drive_ch1,Sensors,1.000,name
60E0FC00,0x58E0,boot_sfr_F480_and_6FFF_delay,Boot & Init,1.000,name
60E0FC00,0x58EE,boot_sfr_F480_and_5FFF_delay,Boot & Init,1.000,name
60E0FC00,0x58FC,boot_sfr_F480_and_3FFF_delay,Boot & Init,1.000,name
60E0FC00,0x590A,boot_sfr_F522_write_0E_delay,Boot & Init,1.000,name
60E0FC00,0x5918,boot_sfr_F522_write_0D_delay,Boot & Init,1.000,name
60E0FC00,0x5926,boot_sfr_F522_write_0B_delay,Boot & Init,1.000,name
60E0FC00,0x5934,out_reg_f522_write_delay,Peripherals & ISR,1.000,name
60E0FC00,0x596C,boot_sfr_F5A2_write_0E_delay,Boot & Init,1.000,name
60E0FC00,0x597A,boot_sfr_F5A2_write_0D_delay,Boot & Init,1.000,name
60E0FC00,0x5988,boot_sfr_F5A2_write_0B_delay,Boot & Init,1.000,name
60E0FC00,0x5996,boot_sfr_F5A2_write_07_delay,Boot & Init,1.000,name
60E0FC00,0x59A4,fuel_inj_pulse_cfg_bit0,Fuel & Lambda,0.400,assembly
60E0FC00,0x59B2,fuel_inj_pulse_cfg_bit1,Fuel & Lambda,0.400,assembly
60E0FC00,0x59C0,fuel_inj_pulse_cfg_bit2,Fuel & Lambda,0.400,assembly
60E0FC00,0x59CE,injector_pulse_stub_clearbit,Fuel & Lambda,1.000,name
60E0FC00,0x5A1E,set_sr_delay_thunk_5348,Boot & Init,1.000,name
60E0FC00,0x5A22,boot_sfr_F66A_and_FDFF_delay,Boot & Init,1.000,name
60E0FC00,0x5A30,boot_sfr_F66A_and_FBFF_delay,Boot & Init,1.000,name
60E0FC00,0x5A3E,boot_sfr_F66A_and_F7FF_delay,Boot & Init,1.000,name
60E0FC00,0x5A4C,port_f66a_mask_efff_dispatch_c276,Peripherals & ISR,1.000,name
60E0FC00,0x5A58,out_reg_f66a_mask_clear_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5AC0,out_reg_f66a_write_bfff_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5ACE,out_reg_f66a_write_7fff_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5ADC,fault_vector_ack_f69e,Faults & DTC,0.400,name
60E0FC00,0x5AEA,out_reg_f69e_write_3d_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5AF8,out_reg_f69e_write_3b_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5B06,out_reg_f69e_write_37_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5B14,port_f69e_set_2f_dispatch_b5fa,Peripherals & ISR,1.000,name
60E0FC00,0x5B20,out_reg_f69e_write_1f_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5B2E,out_reg_f6e8_write_0e_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5B3C,f6e8_write_0b_init_chain,Boot & Init,1.000,name
60E0FC00,0x5B56,isr_flag_check_escalate,Peripherals & ISR,0.400,assembly
60E0FC00,0x5CC4,out_reg_f5ca_write_03_delay,Peripherals & ISR,1.000,name
60E0FC00,0x5CD2,out_reg_f712_bit7_clear_delay,Peripherals & ISR,1.000,name
