addr,name,source,flag
0x002624,dataLookup,USER_DEFINED,USER_DEFINED
0x002658,indexLookupSomething,USER_DEFINED,USER_DEFINED
0x002678,interpolate_floatTable,USER_DEFINED,USER_DEFINED
0x002690,interpolate_shortTable,USER_DEFINED,USER_DEFINED
0x0026b0,interpolate_uint8Table,USER_DEFINED,USER_DEFINED
0x0026d0,interpolate_uint16Table,USER_DEFINED,USER_DEFINED
0x0026f4,interpolate_charTable,USER_DEFINED,USER_DEFINED
0x002710,ISR_100,USER_DEFINED,USER_DEFINED
0x002728,ISR_104,USER_DEFINED,USER_DEFINED
0x002740,ISR_108,USER_DEFINED,USER_DEFINED
0x002758,ISR_10C,USER_DEFINED,USER_DEFINED
0x002770,ISR_110,USER_DEFINED,USER_DEFINED
0x002788,ISR_114,USER_DEFINED,USER_DEFINED
0x0027a0,ISR_118,USER_DEFINED,USER_DEFINED
0x0027b8,ISR_11C,USER_DEFINED,USER_DEFINED
0x0027d0,ISR_120,USER_DEFINED,USER_DEFINED
0x0027e8,ISR_128,USER_DEFINED,USER_DEFINED
0x002938,ISR_194,USER_DEFINED,USER_DEFINED
0x002980,ISR_1A0,USER_DEFINED,USER_DEFINED
0x0029e0,ISR_1BC,USER_DEFINED,USER_DEFINED
0x002b18,ISR_208,USER_DEFINED,USER_DEFINED
0x002bd8,ISR_240,USER_DEFINED,USER_DEFINED
0x002c50,ISR_254,USER_DEFINED,USER_DEFINED
0x002f20,ISR_300,USER_DEFINED,USER_DEFINED
0x002fc8,ISR_350,USER_DEFINED,USER_DEFINED
0x0031f0,ISR_37C,USER_DEFINED,USER_DEFINED
0x003220,WDT_ITI,USER_DEFINED,USER_DEFINED
0x003238,incrementCounter,USER_DEFINED,USER_DEFINED
0x003588,callsAReset,USER_DEFINED,USER_DEFINED
0x0035ee,notCalled??,USER_DEFINED,USER_DEFINED
0x003610,checkISRCounter_NotCalled?,USER_DEFINED,USER_DEFINED
0x003854,engineControlFunctionDispatcher,USER_DEFINED,USER_DEFINED
0x003920,getSR,USER_DEFINED,USER_DEFINED
0x003934,setSR,USER_DEFINED,USER_DEFINED
0x003a28,consistencyCheck,USER_DEFINED,USER_DEFINED
0x003c80,handleHUDIException??,USER_DEFINED,USER_DEFINED
0x003d58,taskEndRoutine?,USER_DEFINED,USER_DEFINED
0x004144,engineSomethingConditonCheckAndSet?,USER_DEFINED,USER_DEFINED
0x0046cc,checkFloatValidity?,USER_DEFINED,USER_DEFINED
0x004bbc,setRegister_REG_BIT_VAL,USER_DEFINED,USER_DEFINED
0x004c14,delayFunc?,USER_DEFINED,USER_DEFINED
0x004c7a,movePointerToR15?,USER_DEFINED,USER_DEFINED
0x004d2e,setRegisters,USER_DEFINED,USER_DEFINED
0x004e06,thunk_FUN_00004dee,DEFAULT,heuristic
0x004e0a,noOpFunc,USER_DEFINED,USER_DEFINED
0x004e12,noOpFunc2,USER_DEFINED,USER_DEFINED
0x005020,noOpFun3,USER_DEFINED,USER_DEFINED
0x005024,writeWatchdog_disable?,USER_DEFINED,USER_DEFINED
0x005032,writeWatchdog_disable?,DEFAULT,heuristic
0x00503a,noOpFunc4,USER_DEFINED,USER_DEFINED
0x005056,noOpFunc5,USER_DEFINED,USER_DEFINED
0x00505e,noOpFunc6,USER_DEFINED,USER_DEFINED
0x0050a6,noOpFunc7,USER_DEFINED,USER_DEFINED
0x00527e,callsFlash??,USER_DEFINED,USER_DEFINED
0x00528e,callsFlash??,DEFAULT,heuristic
0x005348,vectorNumberSomething,USER_DEFINED,USER_DEFINED
0x00535e,NMICall?,USER_DEFINED,USER_DEFINED
0x0053a0,defaultVector?,USER_DEFINED,USER_DEFINED
0x0053a6,ISR_010,USER_DEFINED,USER_DEFINED
0x0053aa,ISR_018,USER_DEFINED,USER_DEFINED
0x0053ae,ISR_024,USER_DEFINED,USER_DEFINED
0x0053b6,UBCInterruptCall,USER_DEFINED,USER_DEFINED
0x0053c2,ISR_0FC,USER_DEFINED,USER_DEFINED
0x005a1e,vectorNumberSomething,DEFAULT,heuristic
0x005be8,ISR_2E0,USER_DEFINED,USER_DEFINED
0x005cee,setCompareMatchTimer_ForTaskRate,USER_DEFINED,USER_DEFINED
0x005dec,handleSCIIntterupt?,USER_DEFINED,USER_DEFINED
0x005e78,thunk_FUN_00009c86,DEFAULT,heuristic
0x005ec8,wdt_iti_vector?,USER_DEFINED,USER_DEFINED
0x005eee,thunk_FUN_00009c86,DEFAULT,heuristic
0x005f18,noOp,USER_DEFINED,USER_DEFINED
0x005f1c,callsEngineControlOSTasks??,USER_DEFINED,USER_DEFINED
0x006010,FIFO_pop?,USER_DEFINED,USER_DEFINED
0x0060c8,getSensorStuff??,USER_DEFINED,USER_DEFINED
0x0061a8,mainInit??,USER_DEFINED,USER_DEFINED
0x006360,thunk_FUN_000114fc,DEFAULT,heuristic
0x006366,thunk_FUN_0001141c,DEFAULT,heuristic
0x00636c,thunk_FUN_0000abfa,DEFAULT,heuristic
0x0063f0,getSensors_TASK,USER_DEFINED,USER_DEFINED
0x0064e8,otherTask_TASK,USER_DEFINED,USER_DEFINED
0x0064f6,engineControlSlow_TASK?,USER_DEFINED,USER_DEFINED
0x006584,vehicleParameters_TASK,USER_DEFINED,USER_DEFINED
0x0065e8,runE2_SLOW_TASK?,USER_DEFINED,USER_DEFINED
0x0065f6,engineControlDrivers_TASK,USER_DEFINED,USER_DEFINED
0x00661e,engineControlFunction_TASK,USER_DEFINED,USER_DEFINED
0x0066a6,thunk_FUN_00011f3c,DEFAULT,heuristic
0x0066ac,noOp_func,DEFAULT,heuristic
0x0066b2,thunk_FUN_00011c6e,DEFAULT,heuristic
0x006744,getVehicleStatusInputs?,USER_DEFINED,USER_DEFINED
0x006842,noOp_Func,USER_DEFINED,USER_DEFINED
0x006846,nopFunc,USER_DEFINED,USER_DEFINED
0x006884,sensorADCRead,USER_DEFINED,USER_DEFINED
0x006cdc,readADCs_coolantTempInHere??,USER_DEFINED,USER_DEFINED
0x006fb0,readADCResult,USER_DEFINED,USER_DEFINED
0x0070ac,getFromGPIO?,USER_DEFINED,USER_DEFINED
0x007188,enableAndTXCoilDriverSerial?,USER_DEFINED,USER_DEFINED
0x0071ea,transmitCoilDriverSPI?,USER_DEFINED,USER_DEFINED
0x007290,getIATSensorValue,USER_DEFINED,USER_DEFINED
0x007298,readIATSensor,USER_DEFINED,USER_DEFINED
0x007330,getUNKNOWNSensorValue1,USER_DEFINED,USER_DEFINED
0x007338,readECMVoltage??,USER_DEFINED,USER_DEFINED
0x007398,getCoolantTempSensorValue,USER_DEFINED,USER_DEFINED
0x0073a0,readCoolantTempSensor,USER_DEFINED,USER_DEFINED
0x007438,getMAFSensorValue,USER_DEFINED,USER_DEFINED
0x0074ac,noOp,USER_DEFINED,USER_DEFINED
0x007518,fuelingInit??,USER_DEFINED,USER_DEFINED
0x00768e,callsEngineControlFunctionsWBool,USER_DEFINED,USER_DEFINED
0x007724,reInitCrankSensor??,USER_DEFINED,USER_DEFINED
0x007778,setInterruptTimer,USER_DEFINED,USER_DEFINED
0x0077f0,getInputCapture,USER_DEFINED,USER_DEFINED
0x007b58,resetInputCapture,USER_DEFINED,USER_DEFINED
0x007b84,setBools,USER_DEFINED,USER_DEFINED
0x007c0c,crankSensorInit?,USER_DEFINED,USER_DEFINED
0x007c68,geteShaftPosition,USER_DEFINED,USER_DEFINED
0x007f22,clearInputCapture,USER_DEFINED,USER_DEFINED
0x007f90,engineSpeedInit,USER_DEFINED,USER_DEFINED
0x007fcc,getCrankAngle,USER_DEFINED,USER_DEFINED
0x00803e,INT_ATU101_IMI10AG,USER_DEFINED,USER_DEFINED
0x008320,setInjectorLatency??,USER_DEFINED,USER_DEFINED
0x008340,injectorPulseSet?,DEFAULT,heuristic
0x0083ca,injectorRelatedFunc,USER_DEFINED,USER_DEFINED
0x0084c2,setIPWStuff,DEFAULT,heuristic
0x0085e4,putFuelingStuffInArray?,USER_DEFINED,USER_DEFINED
0x0086ac,fuelinjectorSet0??,USER_DEFINED,USER_DEFINED
0x0086f8,setFuelInjectorLatency,USER_DEFINED,USER_DEFINED
0x008a68,injectorPulseSet?,USER_DEFINED,USER_DEFINED
0x008b4c,setIPWStuff,USER_DEFINED,USER_DEFINED
0x008d86,initSparkOutput,USER_DEFINED,USER_DEFINED
0x008dae,outputSpark1,USER_DEFINED,USER_DEFINED
0x008de8,outputSpark2,USER_DEFINED,USER_DEFINED
0x008e28,ignitionTimingHardwareTimerSomething,USER_DEFINED,USER_DEFINED
0x008f2a,ignitionDwellOutputInit,USER_DEFINED,USER_DEFINED
0x009110,getIgnitionDwellTime,DEFAULT,heuristic
0x0091c6,ignitonSomethingCalc,USER_DEFINED,USER_DEFINED
0x009490,getIgnitionDwellTime,USER_DEFINED,USER_DEFINED
0x0094fc,someStrucureSOmething,USER_DEFINED,USER_DEFINED
0x009630,osTaskDispatcher,USER_DEFINED,USER_DEFINED
0x009744,CANControllerSetup,USER_DEFINED,USER_DEFINED
0x009890,placeCANRX,USER_DEFINED,USER_DEFINED
0x0099b0,txCAN_EventBased,USER_DEFINED,USER_DEFINED
0x009b08,getHCANSomething,USER_DEFINED,USER_DEFINED
0x009b92,doSomethingIfByteIs1InCANSetup,USER_DEFINED,USER_DEFINED
0x009d24,initializeCANRegisters,USER_DEFINED,USER_DEFINED
0x009efe,whileLoop,USER_DEFINED,USER_DEFINED
0x009f0c,setMainInitDoneBool??,USER_DEFINED,USER_DEFINED
0x009f48,noOp,USER_DEFINED,USER_DEFINED
0x009f4c,thunk_FUN_000114fc,DEFAULT,heuristic
0x009f52,thunk_FUN_0001141c,DEFAULT,heuristic
0x009f58,thunk_FUN_0000abfa,DEFAULT,heuristic
0x009f5e,callsMainCANLoop,USER_DEFINED,USER_DEFINED
0x009fce,callsEngineControlSLOW_TASK,USER_DEFINED,USER_DEFINED
0x009fea,callsSlowerEngineTask_TASK,USER_DEFINED,USER_DEFINED
0x00a022,callsEngineControlFunc13,USER_DEFINED,USER_DEFINED
0x00a076,callsE2ReadSlowTask,USER_DEFINED,USER_DEFINED
0x00a092,callsEngineControlDrivers,USER_DEFINED,USER_DEFINED
0x00a0b8,callsEngineControlFunctions,USER_DEFINED,USER_DEFINED
0x00a10e,putTaskInSchedule_FuelArrayStuff,USER_DEFINED,USER_DEFINED
0x00a13e,noOp_taskCall,USER_DEFINED,USER_DEFINED
0x00a230,setupStructRotorNumber?,USER_DEFINED,USER_DEFINED
0x00a266,getRotorNumberForControl?,USER_DEFINED,USER_DEFINED
0x00a2b6,updateTaskCallCounter,USER_DEFINED,USER_DEFINED
0x00a330,handleISR?,USER_DEFINED,USER_DEFINED
0x00a412,resetEventBuffer?,USER_DEFINED,USER_DEFINED
0x00a438,handleISRType?,USER_DEFINED,USER_DEFINED
0x00a4be,infiniteLoop,USER_DEFINED,USER_DEFINED
0x00a50e,set_CMCSR1_timer,USER_DEFINED,USER_DEFINED
0x00a522,genericTaskCaller?,USER_DEFINED,USER_DEFINED
0x00a936,apvHardwareOutputRelated?,USER_DEFINED,USER_DEFINED
0x00aa90,setAPVDC?,USER_DEFINED,USER_DEFINED
0x00ab8a,misfireDetectInit?,USER_DEFINED,USER_DEFINED
0x00ad2a,throttlePedalADCRead?,DEFAULT,heuristic
0x00aee8,throttlePedalADCRead?,USER_DEFINED,USER_DEFINED
0x00b99c,updateIO_MAYBE,USER_DEFINED,USER_DEFINED
0x00c0f0,knockLearn_Something??,USER_DEFINED,USER_DEFINED
0x00c116,enableDisableKnock?Control??,USER_DEFINED,USER_DEFINED
0x00c14c,knockFunctionInit,USER_DEFINED,USER_DEFINED
0x00c1f8,knockRelatedInit,USER_DEFINED,USER_DEFINED
0x00c290,knockSensorADCFault,USER_DEFINED,USER_DEFINED
0x00c338,functionDrivingTiming,USER_DEFINED,USER_DEFINED
0x00c3ce,getKnockSensorADC,USER_DEFINED,USER_DEFINED
0x00c486,knockRelatedFunction2,USER_DEFINED,USER_DEFINED
0x00c7ba,setupCoilOutputs,USER_DEFINED,USER_DEFINED
0x00c8dc,detectKnockOverTime,USER_DEFINED,USER_DEFINED
0x00ca7e,ignitionCoilPulse?,USER_DEFINED,USER_DEFINED
0x00ca9c,canControllerInitSomething??,USER_DEFINED,USER_DEFINED
0x00cab4,checkHCANRegisterStuff,USER_DEFINED,USER_DEFINED
0x00cacc,setCANRegisters,USER_DEFINED,USER_DEFINED
0x00cb42,HCANRegisterInit??,USER_DEFINED,USER_DEFINED
0x00cb9c,set_MCR_bits2_3,USER_DEFINED,USER_DEFINED
0x00cbf8,set_MCR_bits5_7,USER_DEFINED,USER_DEFINED
0x00cc1e,set_MCR_bit7,USER_DEFINED,USER_DEFINED
0x00cefe,getHCANRegisterAddress,USER_DEFINED,USER_DEFINED
0x00d13c,getBaroSensorValue,USER_DEFINED,USER_DEFINED
0x00d144,getBaroSensorVal,USER_DEFINED,USER_DEFINED
0x00d1e0,getRearO2Voltage,USER_DEFINED,USER_DEFINED
0x00d204,setISRVectorStartANDFPUInit,USER_DEFINED,USER_DEFINED
0x00d20c,handleManualReset?,USER_DEFINED,USER_DEFINED
0x00d21e,main??,USER_DEFINED,USER_DEFINED
0x00d262,interestingCANSomething,USER_DEFINED,USER_DEFINED
0x00d2f6,checksumSomething,USER_DEFINED,USER_DEFINED
0x00d72c,noOpFunction,USER_DEFINED,USER_DEFINED
0x00d9f4,canSetup,USER_DEFINED,USER_DEFINED
0x00da94,resetCANTimers,USER_DEFINED,USER_DEFINED
0x00dae8,canTimerInit??,USER_DEFINED,USER_DEFINED
0x00daf0,handleCANReset,USER_DEFINED,USER_DEFINED
0x00db58,CANTX_Main,USER_DEFINED,USER_DEFINED
0x00dbf6,CANRX_Main,USER_DEFINED,USER_DEFINED
0x00dcc0,checkCANsomethingKeyOnBased,USER_DEFINED,USER_DEFINED
0x00dddc,CANSetupSomethingDifferentBasedOnBit,USER_DEFINED,USER_DEFINED
0x00de72,EBCMCommEval,USER_DEFINED,USER_DEFINED
0x00df08,can216RXFaultEval,USER_DEFINED,USER_DEFINED
0x00dfb4,getCAN47RXStatus,USER_DEFINED,USER_DEFINED
0x00e03c,setMessageRXBool,USER_DEFINED,USER_DEFINED
0x00e044,setCANRXBool,USER_DEFINED,USER_DEFINED
0x00e054,setMsgRXFlag_??,USER_DEFINED,USER_DEFINED
0x00e064,resetToothCounterWithInjectorsOff?,USER_DEFINED,USER_DEFINED
0x00e1b4,injectorsOffFlagInit,USER_DEFINED,USER_DEFINED
0x00e1dc,calculateEngineRunningTimer2,USER_DEFINED,USER_DEFINED
0x00e1fe,getEngineOnTimeForOilMetering,USER_DEFINED,USER_DEFINED
0x00e220,calculateEngineRunningTimer,USER_DEFINED,USER_DEFINED
0x00e244,calculateEngineOnTime??,USER_DEFINED,USER_DEFINED
0x00e278,calculateEngineRunning,USER_DEFINED,USER_DEFINED
0x00e2ac,setEngineRunningInjectorsOffFlag,USER_DEFINED,USER_DEFINED
0x00e2d8,arbitrateFuelCut,USER_DEFINED,USER_DEFINED
0x00e444,getCrankingInjectionAngle?,DEFAULT,heuristic
0x00e448,getSomeValueBasedOnEngineSpeed,USER_DEFINED,USER_DEFINED
0x00e458,getCrankingInjectionAngle?,USER_DEFINED,USER_DEFINED
0x00e492,injectionTimingMaybe?,USER_DEFINED,USER_DEFINED
0x00e4f8,getFuelCutTimers,USER_DEFINED,USER_DEFINED
0x00e564,getFuelResumeThresholds,USER_DEFINED,USER_DEFINED
0x00e914,calculateOffThrottleFuelCut,USER_DEFINED,USER_DEFINED
0x00edc8,offThrottleFuelCutPerRotor,USER_DEFINED,USER_DEFINED
0x00ee68,revLimitFuelCutInit,USER_DEFINED,USER_DEFINED
0x00ee86,getConditionalsForRevLimit??,USER_DEFINED,USER_DEFINED
0x00eefe,calculateRevLimiterFuelCut,USER_DEFINED,USER_DEFINED
0x00f380,fuelingArrayInit?,USER_DEFINED,USER_DEFINED
0x00f922,setInjectorPulseWidthSomething,USER_DEFINED,USER_DEFINED
0x00f964,adjustInjectorPulseWidth,USER_DEFINED,USER_DEFINED
0x00fa0a,setBooleanVal,USER_DEFINED,USER_DEFINED
0x00fb90,setFuelCutDriver?,USER_DEFINED,USER_DEFINED
0x00feff,INT_ATU101_CMI10A,USER_DEFINED,USER_DEFINED
0x00ff08,getFuelCutRequest,USER_DEFINED,USER_DEFINED
0x00ff36,fuelInjectionRelated,USER_DEFINED,USER_DEFINED
0x00ffda,fuelInjectionTiming?,USER_DEFINED,USER_DEFINED
0x01020c,setAllInjectorto0?,USER_DEFINED,USER_DEFINED
0x010386,calculatePerRotorIgnitionDwell,DEFAULT,heuristic
0x010b34,engineStateBitwiseCalc?,USER_DEFINED,USER_DEFINED
0x010d5c,fucPointerCAll,USER_DEFINED,USER_DEFINED
0x010d82,setEngineCycle?,USER_DEFINED,USER_DEFINED
0x010e14,coilOutputSomething?,USER_DEFINED,USER_DEFINED
0x010ed2,getEngineCrankingStatusEnum??,USER_DEFINED,USER_DEFINED
0x010ee6,getEngineCrankingStatus?,USER_DEFINED,USER_DEFINED
0x010f04,setTimingArrayValuesForOutput?,USER_DEFINED,USER_DEFINED
0x010f72,returnOne,USER_DEFINED,USER_DEFINED
0x010f76,returnDwellTime_fp,USER_DEFINED,USER_DEFINED
0x010f84,outputPerRotorIgnitionDwell,USER_DEFINED,USER_DEFINED
0x010fea,calculatePerRotorIgnitionDwell,USER_DEFINED,USER_DEFINED
0x01107a,resetFunc?,USER_DEFINED,USER_DEFINED
0x011286,setEngineStatusRotor,USER_DEFINED,USER_DEFINED
0x01151a,functions,USER_DEFINED,USER_DEFINED
0x011540,someMainFunction,USER_DEFINED,USER_DEFINED
0x011584,throttleTask,USER_DEFINED,USER_DEFINED
0x0115aa,task,USER_DEFINED,USER_DEFINED
0x0117c8,engineControlTASK2,USER_DEFINED,USER_DEFINED
0x01182a,vehicleConditions,USER_DEFINED,USER_DEFINED
0x0118fe,emissionsRelatedFaultConditonals?,USER_DEFINED,USER_DEFINED
0x01194e,bunchOFuncs,USER_DEFINED,USER_DEFINED
0x011c1c,engineControlTASK,USER_DEFINED,USER_DEFINED
0x011c6a,noOp_func,USER_DEFINED,USER_DEFINED
0x011c72,bulkInits??,USER_DEFINED,USER_DEFINED
0x011ce4,counterFunc,DEFAULT,heuristic
0x011cea,thunk_FUN_00025c58,DEFAULT,heuristic
0x011cf0,osAdjustInjectorPW_AllRotors,USER_DEFINED,USER_DEFINED
0x011cfc,osAdjustInjectorPW_perRotor,USER_DEFINED,USER_DEFINED
0x011e00,osOBDCANRelated,USER_DEFINED,USER_DEFINED
0x011f40,thunk_FUN_0003a18c,DEFAULT,heuristic
0x011f54,getKnownBooleanValue??,USER_DEFINED,USER_DEFINED
0x011f78,calculateLeadingTimingBase,USER_DEFINED,USER_DEFINED
0x01202a,calculateTrailingTimingBase,USER_DEFINED,USER_DEFINED
0x012180,getIgnitionTimingInit,USER_DEFINED,USER_DEFINED
0x012192,getInitalLeadingTrailingAdvance?,USER_DEFINED,USER_DEFINED
0x0121a4,calculateDSCLeadingTimingDerate?,USER_DEFINED,USER_DEFINED
0x012236,modifyTiming,USER_DEFINED,USER_DEFINED
0x012294,calculateDSCTrailingTimingDerate?,USER_DEFINED,USER_DEFINED
0x012326,modifyTrailingTiming,USER_DEFINED,USER_DEFINED
0x012342,calculateLeadingTimingDerateCompensated,USER_DEFINED,USER_DEFINED
0x012352,calculateTrailingTimingDerateCompensated,USER_DEFINED,USER_DEFINED
0x012362,calculateLeadingTimingBaseFinal,USER_DEFINED,USER_DEFINED
0x012456,calculateTrailingTimingBaseFinal,USER_DEFINED,USER_DEFINED
0x01253c,calculateLeadingDerateRetard,USER_DEFINED,USER_DEFINED
0x012576,calculateTrailingDerateRetard,USER_DEFINED,USER_DEFINED
0x0125b0,defaultTimingMinMax,USER_DEFINED,USER_DEFINED
0x0126c0,calculateTrailingOffThrottleRetard?,USER_DEFINED,USER_DEFINED
0x0127e8,vehicleSpeedAndBrakingFuelCut?,USER_DEFINED,USER_DEFINED
0x012904,calculateOffThrottleTimingDerate,USER_DEFINED,USER_DEFINED
0x012b6a,calculateOffThrottleORFuelCutTimer,USER_DEFINED,USER_DEFINED
0x012bd6,calculateEngineLoadRatio?,USER_DEFINED,USER_DEFINED
0x012ce8,getEngineLimitTimingDerates?,USER_DEFINED,USER_DEFINED
0x012d30,engineConditionDetectForTimingModification,USER_DEFINED,USER_DEFINED
0x012e94,decayLookupSomething?,USER_DEFINED,USER_DEFINED
0x013070,timingDerateLogic?,USER_DEFINED,USER_DEFINED
0x01326e,finalLeadingTimingStuff?,USER_DEFINED,USER_DEFINED
0x0132ca,finalTrailingTimingStuff?,USER_DEFINED,USER_DEFINED
0x013368,getTdcCalc?,USER_DEFINED,USER_DEFINED
0x013414,idleLeadingTimingCorrection?,USER_DEFINED,USER_DEFINED
0x013544,idleTrailingTimingCorrection?,USER_DEFINED,USER_DEFINED
0x013674,updateKnockRamTHUNK,USER_DEFINED,USER_DEFINED
0x013686,getKnockControlAllowed??,USER_DEFINED,USER_DEFINED
0x0136d6,getKnockSensorFaultedStatus?,USER_DEFINED,USER_DEFINED
0x0136fe,getKnockControlActive,USER_DEFINED,USER_DEFINED
0x013760,calcKnockRAMUpdate?,USER_DEFINED,USER_DEFINED
0x013808,updateKnockMaxRAM,USER_DEFINED,USER_DEFINED
0x0138a4,calculateKnockConditonActiveTimingDerate,USER_DEFINED,USER_DEFINED
0x0139b4,calculateKnockConditonClearedAddTimingBack,USER_DEFINED,USER_DEFINED
0x013ae4,limitKnockRetardMax_ConditonalRPM,USER_DEFINED,USER_DEFINED
0x013b4a,limitKnockRetardMax_CalValue,USER_DEFINED,USER_DEFINED
0x013b5e,saturateBetweenKnockRetardMinMaxTables,USER_DEFINED,USER_DEFINED
0x013c44,getEngineConditionsForKnockControl??,USER_DEFINED,USER_DEFINED
0x013d1c,getConditonalsFor?,USER_DEFINED,USER_DEFINED
0x013e04,debounceThrottleRate,USER_DEFINED,USER_DEFINED
0x013e30,getCoolantBasedTimingDerate??,USER_DEFINED,USER_DEFINED
0x013e98,floatArrayToByteArrayLookup1,USER_DEFINED,USER_DEFINED
0x013f60,floatArrayToByteArrayLookup2,USER_DEFINED,USER_DEFINED
0x013ff4,calcLeadingTimingIATCompensation,USER_DEFINED,USER_DEFINED
0x014064,calculateAllTimingLoadCompensation,USER_DEFINED,USER_DEFINED
0x0141fc,engineControlCalculateTiming,USER_DEFINED,USER_DEFINED
0x0143d2,fuelCutCondtionRelated,USER_DEFINED,USER_DEFINED
0x014586,torqueModelRealted,USER_DEFINED,USER_DEFINED
0x0145bc,calculateLeadingTimingCompensations,USER_DEFINED,USER_DEFINED
0x0145da,leadingAndTrailingSeperationMain,USER_DEFINED,USER_DEFINED
0x014614,updateKnockRamTHUNK,DEFAULT,heuristic
0x01461a,thunk_FUN_0001367e,DEFAULT,heuristic
0x0146d4,setPerRotorTimingValuesLeading,USER_DEFINED,USER_DEFINED
0x01470a,setPerRotorTimingValuesTrailing,USER_DEFINED,USER_DEFINED
0x01476c,engineCrankingConditionsInit??,USER_DEFINED,USER_DEFINED
0x01477c,getEngineCrankingState??,USER_DEFINED,USER_DEFINED
0x0148a4,detectIdleConditions???,USER_DEFINED,USER_DEFINED
0x014b0a,updateIdleTimersMAYBE??,USER_DEFINED,USER_DEFINED
0x014c70,idleTableLookupRelated?,USER_DEFINED,USER_DEFINED
0x014fcc,calculateBaseIdleTarget,USER_DEFINED,USER_DEFINED
0x015614,getIdleTargetMinimums,USER_DEFINED,USER_DEFINED
0x015726,getEngineTurnOnIdle,USER_DEFINED,USER_DEFINED
0x0165c4,updateIdleControl??,USER_DEFINED,USER_DEFINED
0x016672,thunk_FUN_00015d78,DEFAULT,heuristic
0x016678,thunk_FUN_00015d92,DEFAULT,heuristic
0x0167d8,ImmoRelatedFaultSomething?,USER_DEFINED,USER_DEFINED
0x016924,readImmoBit,USER_DEFINED,USER_DEFINED
0x016b30,calcOilMetering,USER_DEFINED,USER_DEFINED
0x01721c,knockRelatedFUNC,USER_DEFINED,USER_DEFINED
