src,name,address,kind,dims,scale,offset,units,confidence,source
60E1D400,Knock Retard Y Axis,0x06e534,axis,1D,,,,high,axis_propagation
60E1D400,Knock Retard 2,0x06e570,table,1D,,,,high,docs_crossref
60E1D400,Knock Retard 2 Y Axis,0x06e558,axis,1D,,,,high,axis_propagation
60E1D400,(Unknown - fpu_multiply_accumulate_filter),0x06e5bc,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - fpu_multiply_accumulate_filter) Y Axis,0x06e57c,axis,1D,,,,high,axis_propagation2
60E1D400,Manifold Pressure Limiter (Map),0x06e6f0,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Manifold Pressure Limiter (Map) Y Axis,0x06e6d4,axis,1D,,,,high,axis_propagation2
60E1D400,Manifold Pressure Limiter (Map) 2,0x06e714,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Manifold Pressure Limiter (Map) 2 Y Axis,0x06e6f8,axis,1D,,,,high,axis_propagation2
60E1D400,Manifold Pressure Limiter (Map) 3,0x06e738,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Manifold Pressure Limiter (Map) 3 Y Axis,0x06e71c,axis,1D,,,,high,axis_propagation2
60E1D400,Manifold Pressure Limiter (Map) 4,0x06e75c,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Manifold Pressure Limiter (Map) 4 Y Axis,0x06e740,axis,1D,,,,high,axis_propagation2
60E1D400,Manifold Pressure Limiter (Map) 5,0x06e780,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Manifold Pressure Limiter (Map) 5 Y Axis,0x06e764,axis,1D,,,,high,axis_propagation2
60E1D400,Manifold Pressure Limiter (Map) 6,0x06e7a4,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Manifold Pressure Limiter (Map) 6 Y Axis,0x06e788,axis,1D,,,,high,axis_propagation2
60E1D400,Manifold Pressure Limiter (Map) 7,0x06e7f8,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Manifold Pressure Limiter (Map) 7 Y Axis,0x06e7ac,axis,1D,,,,high,axis_propagation2
60E1D400,Idle Target Filter Factor,0x06e84c,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target Filter Factor Y Axis,0x06e820,axis,1D,,,,high,axis_propagation
60E1D400,Idle Target,0x06e880,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target Y Axis,0x06e864,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 0,0x06e8c0,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 0 Y Axis,0x06e890,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 1,0x06e908,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 1 Y Axis,0x06e8d8,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 2,0x06e950,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 2 Y Axis,0x06e920,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 3,0x06e998,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 3 Y Axis,0x06e968,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 4,0x06e9cc,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 4 Y Axis,0x06e9b0,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 5,0x06e9f8,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 5 Y Axis,0x06e9dc,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 6,0x06ea24,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 6 Y Axis,0x06ea08,axis,1D,,,,medium,axis_propagation4
60E1D400,Idle Target 7,0x06ea50,table,,,,,high,rx8_defs_60E1D400
60E1D400,Idle Target 7 Y Axis,0x06ea34,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuel Pressure (Map),0x06eaf8,table,1D,,,,high,consumer_cfuel_pressure_calc_with_interpolation_e6ec_mapscan
60E1D400,Fuel Pressure (Map) Y Axis,0x06ead4,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Pressure (Map) 2,0x06eb28,table,1D,,,,high,consumer_cfuel_pressure_calc_with_interpolation_e6ec_mapscan
60E1D400,Fuel Pressure (Map) 2 Y Axis,0x06eb04,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Pressure (Map) 3,0x06eb58,table,1D,,,,high,consumer_cfuel_pressure_calc_with_interpolation_e6ec_mapscan
60E1D400,Fuel Pressure (Map) 3 Y Axis,0x06eb34,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Pressure (Map) 4,0x06eb88,table,1D,,,,high,consumer_cfuel_pressure_calc_with_interpolation_e6ec_mapscan
60E1D400,Fuel Pressure (Map) 4 Y Axis,0x06eb64,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Pressure (Map) 5,0x06eba8,table,1D,,,,high,consumer_cfuel_pressure_calc_with_interpolation_e6ec_mapscan
60E1D400,Fuel Pressure (Map) 5 Y Axis,0x06eb94,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Pressure (Map) 6,0x06ebc8,table,1D,,,,high,consumer_cfuel_pressure_calc_with_interpolation_e6ec_mapscan
60E1D400,Fuel Pressure (Map) 6 Y Axis,0x06ebb0,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Pressure (Map) 7,0x06ec08,table,1D,,,,high,consumer_cfuel_pressure_calc_with_interpolation_e6ec_mapscan
60E1D400,Fuel Pressure (Map) 7 Y Axis,0x06ebd0,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Controller (Map),0x06ec44,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Fuel Controller (Map) Y Axis,0x06ec34,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Controller (Map) 2,0x06ec70,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Fuel Controller (Map) 2 Y Axis,0x06ec4c,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Controller (Map) 3,0x06eca8,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Fuel Controller (Map) 3 Y Axis,0x06ec84,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Controller (Map) 4,0x06ece0,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Fuel Controller (Map) 4 Y Axis,0x06ecbc,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel Controller (Map) 5,0x06ed08,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Fuel Controller (Map) 5 Y Axis,0x06ecf4,axis,1D,,,,high,axis_propagation2
60E1D400,Load Blend Factor - Coolant Temperature,0x06ed3c,table,1D,,,,high,consumer_cload_blend_factor_limiter_0x16A30_mapscan
60E1D400,Load Blend Factor - Coolant Temperature Y Axis,0x06ed18,axis,1D,,,,high,axis_propagation2
60E1D400,Ignition 4,0x06f78c,table,,,,,high,rx8_defs_60E1D400
60E1D400,Ignition 4 Y Axis,0x06f75c,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 5,0x06f79c,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 5 Y Axis,0x06f798,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 6,0x06f7d0,table,,,,,high,rx8_defs_60E1D400
60E1D400,Ignition 6 Y Axis,0x06f7a0,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 7,0x06f7e0,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 7 Y Axis,0x06f7dc,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 8,0x06f7e8,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 8 Y Axis,0x06f7e4,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 9,0x06f7f0,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 9 Y Axis,0x06f7ec,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 10,0x06f7f8,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 10 Y Axis,0x06f7f4,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 11,0x06f800,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 11 Y Axis,0x06f7fc,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 12,0x06f808,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 12 Y Axis,0x06f804,axis,1D,,,,medium,axis_propagation4
60E1D400,Ignition 13,0x06f810,table,,,,,low,rx8_defs_60E1D400
60E1D400,Ignition 13 Y Axis,0x06f80c,axis,1D,,,,medium,axis_propagation4
60E1D400,Off Throttle Fuel Cut - Fuel Resume - In Neutral Threshold7 ,0x06f878,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Off Throttle Fuel Cut - Fuel Resume - In Neutral Threshold7  Y Axis,0x06f848,axis,1D,,,,high,axis_propagation
60E1D400,Off Throttle Fuel Cut - Fuel Resume - In Neutral Threshold8 ,0x06fab0,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Off Throttle Fuel Cut - Fuel Resume - In Neutral Threshold8  Y Axis,0x06fa9c,axis,1D,,,,high,axis_propagation
60E1D400,Off Throttle Fuel Cut - Fuel Resume - In Neutral Threshold9 ,0x06fee4,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Off Throttle Fuel Cut - Fuel Resume - In Neutral Threshold9  Y Axis,0x06feb8,axis,1D,,,,high,axis_propagation
60E1D400,MAF Filter Frequency,0x070084,table,1D,,,,high,docs_crossref
60E1D400,MAF Filter Frequency Y Axis,0x07005c,axis,1D,,,,high,axis_propagation
60E1D400,IAT Filter,0x0700b0,table,1D,,,,high,docs_crossref
60E1D400,IAT Filter Y Axis,0x070090,axis,1D,,,,high,axis_propagation
60E1D400,CLT Filter,0x0700e0,table,1D,,,,high,docs_crossref
60E1D400,CLT Filter Y Axis,0x0700b8,axis,1D,,,,high,axis_propagation
60E1D400,Load Signal,0x070110,table,1D,,,,high,docs_crossref
60E1D400,Load Signal Y Axis,0x0700ec,axis,1D,,,,high,axis_propagation
60E1D400,Barometric Pressure Adjustment,0x070230,table,1D,,,,high,docs_crossref
60E1D400,Barometric Pressure Adjustment Y Axis,0x0701f0,axis,1D,,,,high,axis_propagation
60E1D400,O2 Switch,0x070264,table,1D,,,,high,docs_crossref
60E1D400,O2 Switch Y Axis,0x070240,axis,1D,,,,high,axis_propagation
60E1D400,Fuel - Fuel Trim Learn - Coolant Temperature Threshold,0x07027c,table,1D,,,,high,uncovered_deep
60E1D400,Fuel - Fuel Trim Learn - Coolant Temperature Threshold Y Axis,0x070270,axis,1D,,,,medium,axis_propagation3
60E1D400,TPS Deadband,0x0702a4,table,1D,,,,high,docs_crossref
60E1D400,TPS Deadband Y Axis,0x070280,axis,1D,,,,high,axis_propagation
60E1D400,(Unknown - init_control_values),0x070334,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - init_control_values) Y Axis,0x0702f8,axis,1D,,,,high,axis_propagation2
60E1D400,Load Smoothing,0x0703bc,table,1D,,,,high,docs_crossref
60E1D400,Load Smoothing Y Axis,0x0703a0,axis,1D,,,,high,axis_propagation
60E1D400,(Unknown - wankel_rotary_control),0x0715bc,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - wankel_rotary_control) Y Axis,0x07158c,axis,1D,,,,high,axis_propagation2
60E1D400,(Unknown - wankel_rotary_control) 2,0x0715f8,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - wankel_rotary_control) 2 Y Axis,0x0715c8,axis,1D,,,,high,axis_propagation2
60E1D400,(Unknown - wankel_rotary_control) 3,0x071634,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - wankel_rotary_control) 3 Y Axis,0x071604,axis,1D,,,,high,axis_propagation2
60E1D400,Secondary Fuel (Map),0x071664,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Secondary Fuel (Map) Y Axis,0x071640,axis,1D,,,,high,axis_propagation2
60E1D400,Secondary Fuel (Map) 2,0x071694,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Secondary Fuel (Map) 2 Y Axis,0x071670,axis,1D,,,,high,axis_propagation2
60E1D400,Secondary Fuel (Map) 3,0x0716c4,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Secondary Fuel (Map) 3 Y Axis,0x0716a0,axis,1D,,,,high,axis_propagation2
60E1D400,Secondary Fuel (Map) 4,0x0716f4,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Secondary Fuel (Map) 4 Y Axis,0x0716d0,axis,1D,,,,high,axis_propagation2
60E1D400,Obd Validation Check (Map),0x071724,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Obd Validation Check (Map) Y Axis,0x071700,axis,1D,,,,high,axis_propagation2
60E1D400,Obd Validation Check (Map) 2,0x071754,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Obd Validation Check (Map) 2 Y Axis,0x071730,axis,1D,,,,high,axis_propagation2
60E1D400,Lambda Integration Time Constant,0x0717bc,table,1D,,,,high,docs_crossref
60E1D400,Lambda Integration Time Constant Y Axis,0x071798,axis,1D,,,,high,axis_propagation
60E1D400,Lambda Parameter,0x0717f4,table,1D,,,,high,docs_crossref
60E1D400,Lambda Parameter Y Axis,0x0717d0,axis,1D,,,,high,axis_propagation
60E1D400,Ignition Timing Output (Map),0x071828,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Ignition Timing Output (Map) Y Axis,0x071808,axis,1D,,,,high,axis_propagation2
60E1D400,Ignition Timing Output (Map) 2,0x071868,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Ignition Timing Output (Map) 2 Y Axis,0x071838,axis,1D,,,,high,axis_propagation2
60E1D400,Sensor Validation Monitor (Map),0x071a78,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Sensor Validation Monitor (Map) Y Axis,0x071a50,axis,1D,,,,high,axis_propagation2
60E1D400,Sensor Validation Monitor (Map) 2,0x071acc,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Sensor Validation Monitor (Map) 2 Y Axis,0x071aa4,axis,1D,,,,high,axis_propagation2
60E1D400,Sensor Validation Monitor (Map) 3,0x071b08,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Sensor Validation Monitor (Map) 3 Y Axis,0x071ae0,axis,1D,,,,high,axis_propagation2
60E1D400,Fuelling - Safe Mode,0x071cd0,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling - Safe Mode Y Axis,0x071cac,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 0,0x071ce0,table,,,,,low,rx8_defs_60E1D400
60E1D400,Fuelling 0 Y Axis,0x071cdc,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 1,0x071d00,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 1 Y Axis,0x071ce4,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 2 - Safe Mode,0x071d2c,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 2 - Safe Mode Y Axis,0x071d08,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 3,0x071d5c,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 3 Y Axis,0x071d38,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 4,0x071d84,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 4 Y Axis,0x071d68,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 5,0x071dd4,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 5 Y Axis,0x071d8c,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 6,0x071e30,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 6 Y Axis,0x071de8,axis,1D,,,,medium,axis_propagation4
60E1D400,Fuelling 7,0x071e8c,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 7 Y Axis,0x071e44,axis,1D,,,,medium,axis_propagation4
60E1D400,Closed Loop Fuelling Threshold (Unknown A),0x071ed0,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Closed Loop Fuelling Threshold (Unknown A) Y Axis,0x071ea0,axis,1D,,,,high,axis_propagation
60E1D400,Closed Loop Fuelling Threshold (Throttle Position) ,0x071f28,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Closed Loop Fuelling Threshold (Throttle Position)  Y Axis,0x071edc,axis,1D,,,,high,axis_propagation
60E1D400,Rotary Combustion Efficiency (Map),0x071f84,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Rotary Combustion Efficiency (Map) Y Axis,0x071f3c,axis,1D,,,,high,axis_propagation2
60E1D400,Sensors - MAF - Rotary Chamber Scalar,0x071f9c,table,1D,,,,high,uncovered_deep
60E1D400,Sensors - MAF - Rotary Chamber Scalar Y Axis,0x071f98,axis,1D,,,,medium,axis_propagation3
60E1D400,Wankel Chamber Pressure Analysis (Map),0x071fe8,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Wankel Chamber Pressure Analysis (Map) Y Axis,0x071fa0,axis,1D,,,,high,axis_propagation2
60E1D400,Fuel - Fuel Control - State Scalar,0x072000,table,1D,,,,high,uncovered_deep
60E1D400,Fuel - Fuel Control - State Scalar Y Axis,0x071ffc,axis,1D,,,,medium,axis_propagation3
60E1D400,Wankel Chamber Pressure Analysis (Map) 2,0x07204c,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Wankel Chamber Pressure Analysis (Map) 2 Y Axis,0x072004,axis,1D,,,,high,axis_propagation2
60E1D400,Sensors - Wankel - Chamber Pressure Scalar,0x072064,table,1D,,,,high,uncovered_deep
60E1D400,Sensors - Wankel - Chamber Pressure Scalar Y Axis,0x072060,axis,1D,,,,medium,axis_propagation3
60E1D400,Fuelling 8,0x072084,table,,,,,high,rx8_defs_60E1D400
60E1D400,Fuelling 8 Y Axis,0x072068,axis,1D,,,,medium,axis_propagation4
60E1D400,Temp Correction A,0x072c20,table,1D,,,,high,docs_crossref
60E1D400,Temp Correction A Y Axis,0x072bfc,axis,1D,,,,high,axis_propagation
60E1D400,Temp Correction B,0x072c50,table,1D,,,,high,docs_crossref
60E1D400,Temp Correction B Y Axis,0x072c2c,axis,1D,,,,high,axis_propagation
60E1D400,Ignition Leading - Idle Error Timing Correction - Unknown Bool False,0x072cac,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Ignition Leading - Idle Error Timing Correction - Unknown Bool False Y Axis,0x072c88,axis,1D,,,,high,axis_propagation
60E1D400,Ignition Leading - Idle Error Timing Correction - Unknown Bool True,0x072cdc,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Ignition Leading - Idle Error Timing Correction - Unknown Bool True Y Axis,0x072cb8,axis,1D,,,,high,axis_propagation
60E1D400,Ignition Trailing - Idle Error Timing Correction - Unknown Bool False,0x072d0c,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Ignition Trailing - Idle Error Timing Correction - Unknown Bool False Y Axis,0x072ce8,axis,1D,,,,high,axis_propagation
60E1D400,Ignition Trailing - Idle Error Timing Correction - Unknown Bool True,0x072d3c,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Ignition Trailing - Idle Error Timing Correction - Unknown Bool True Y Axis,0x072d18,axis,1D,,,,high,axis_propagation
60E1D400,WOT Enrichment Threshold,0x072dd0,table,1D,,,,high,docs_crossref
60E1D400,WOT Enrichment Threshold Y Axis,0x072d78,axis,1D,,,,high,axis_propagation
60E1D400,Cold Start Enrichment Threshold,0x072e40,table,1D,,,,high,docs_crossref
60E1D400,Cold Start Enrichment Threshold Y Axis,0x072de8,axis,1D,,,,high,axis_propagation
60E1D400,Ignition Leading/Trailing - Intake Air Temperature Compensation - On Throttle,0x072e84,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,Ignition Leading/Trailing - Intake Air Temperature Compensation - On Throttle Y Axis,0x072e60,axis,1D,,,,high,axis_propagation
60E1D400,Warm-up Enrichment B,0x072eb4,table,1D,,,,high,docs_crossref
60E1D400,Warm-up Enrichment B Y Axis,0x072e90,axis,1D,,,,high,axis_propagation
60E1D400,Dual Channel Fuel Computation (Map),0x072edc,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Dual Channel Fuel Computation (Map) Y Axis,0x072ec0,axis,1D,,,,high,axis_propagation2
60E1D400,Dual Channel Fuel Computation (Map) 2,0x072f08,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Dual Channel Fuel Computation (Map) 2 Y Axis,0x072eec,axis,1D,,,,high,axis_propagation2
60E1D400,Dual Channel Fuel Computation (Map) 3,0x072f34,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Dual Channel Fuel Computation (Map) 3 Y Axis,0x072f18,axis,1D,,,,high,axis_propagation2
60E1D400,Secondary Fuel Trimmer (Map),0x072f64,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Secondary Fuel Trimmer (Map) Y Axis,0x072f4c,axis,1D,,,,high,axis_propagation2
60E1D400,DSC Mode C - Max Throttle Plate Opening Allowed,0x072fc8,table,1D,,,,high,rx8_defs_60E1D400
60E1D400,DSC Mode C - Max Throttle Plate Opening Allowed Y Axis,0x072f7c,axis,1D,,,,high,axis_propagation
60E1D400,Idle Speed Control Task (Map),0x073778,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Idle Speed Control Task (Map) Y Axis,0x073768,axis,1D,,,,high,axis_propagation2
60E1D400,Idle Speed Control Task (Map) 2,0x0737bc,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Idle Speed Control Task (Map) 2 Y Axis,0x07377c,axis,1D,,,,high,axis_propagation2
60E1D400,(Unknown - float_map_3pt_calc),0x073b70,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - float_map_3pt_calc) Y Axis,0x073b1c,axis,1D,,,,high,axis_propagation2
60E1D400,(Unknown - float_map_3pt_calc) 2,0x073bbc,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - float_map_3pt_calc) 2 Y Axis,0x073b88,axis,1D,,,,high,axis_propagation2
60E1D400,(Unknown - float_map_3pt_calc) 3,0x073c00,table,1D,,,,high,consumer_noc_mapscan
60E1D400,(Unknown - float_map_3pt_calc) 3 Y Axis,0x073bcc,axis,1D,,,,high,axis_propagation2
60E1D400,Throttle - Pedal Position - Sensor Mode A,0x073c50,table,1D,,,,high,uncovered_deep
60E1D400,Throttle - Pedal Position - Sensor Mode A Y Axis,0x073c24,axis,1D,,,,medium,axis_propagation3
60E1D400,Throttle - Pedal Position - Sensor Mode B,0x073c88,table,1D,,,,high,uncovered_deep
60E1D400,Throttle - Pedal Position - Sensor Mode B Y Axis,0x073c5c,axis,1D,,,,medium,axis_propagation3
60E1D400,Throttle - Pedal Position - Sensor Mode C,0x073cc0,table,1D,,,,high,uncovered_deep
60E1D400,Throttle - Pedal Position - Sensor Mode C Y Axis,0x073c94,axis,1D,,,,medium,axis_propagation3
60E1D400,Air Fuel Ratio Check (Map),0x073d28,table,1D,,,,high,consumer_noc_mapscan
60E1D400,Air Fuel Ratio Check (Map) Y Axis,0x073cf8,axis,1D,,,,high,axis_propagation2
60E1D400,Acceleration Fuel Enrichment - Cold,0x073db4,table,1D,,,,high,docs_crossref
60E1D400,Acceleration Fuel Enrichment - Cold Y Axis,0x073da0,axis,1D,,,,high,axis_propagation
60E1D400,Acceleration Fuel Enrichment - Warm,0x073dd0,table,1D,,,,high,docs_crossref
